"Mental Condition","Symptoms","Recommended Treatments","Medications","Dosage","Advanced Remedies"
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 2, V 56] One whose mind is not disturbed in spite of the threefold miseries. Insight: Aim for mental equilibrium (Sthita-prajna). The stressful event is a misery; return to the center through deep breathing and grounding practices."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 18, V 47] It is better to engage in one's own occupation, even though one may perform it imperfectly. Insight: Focus on performing your essential daily duties (Svadharma) imperfectly during the crisis, rather than being paralyzed by the stress."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 4, V 14] There is no work that affects Me. Nor do I aspire for the fruits of action. Insight: Detach from the overwhelming magnitude of the stressful event (the fruit) and focus on the immediate, small action (the work)."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 14, V 22] He neither hates illumination, attachment, or delusion when they are present, nor longs for them when they disappear. Insight: Accept the symptoms (distress, confusion) without hating them or trying to force them away. This non-reaction facilitates healing."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 10, V 11] To show them special mercy, I destroy the darkness born of ignorance. Insight: Trust that the current confusion (darkness) caused by the event will eventually be overcome by knowledge and guidance."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Practice equanimity (Samatvam) regarding the outcome of the stressful event; focus on the immediate, necessary duties."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 12, V 13] One who is not envious but is a kind friend to all living entities. Insight: Self-compassion and kindness to yourself are essential during adjustment, rather than judgment or self-blame."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 5, V 22] A sensible person does not take part in the sources of misery, which are due to contact with the material senses. Insight: Use intelligence (Buddhi) to avoid engaging with the misery (stressful situation) beyond what is necessary for resolution."
"Adjustment Disorder","stressful life event; symptoms develop within 3 months; distress; impaired functioning [ICD-10: F43.2, ICD-11: 6B43, DSM-5: 309.24-309.9]","Short-term counseling (CBT - 6-12 sessions); Crisis intervention; Support groups; Stress management; Psychoeducation","None Typically; Anxiolytics (short-term) - Clonazepam 0.5mg (Rx - Clonapax, Epitril)","Clonazepam (short-term): 0.25-0.5mg twice daily (max 2 weeks; taper to discontinue)","[Gita, Ch 6, V 25] Gradually, step by step, one should become situated in trance by means of intelligence sustained by conviction. Insight: Adjustment is a gradual (step-by-step) process. Sustain conviction (Shraddha) in the healing journey."
"Adjustment Disorder with Anxiety (severe)","significant distress/anxiety in response to stressor; develops within 3 months; fear/worry; impaired functioning [ICD-10: F43.22, ICD-11: 6B43, DSM-5: 309.24]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Crisis intervention; Stress management; Support groups; Short-term medication","Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term); Lorazepam 1mg (Rx - Ativan, Lorazep, Calmese - short-term)","Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue); Lorazepam: 0.5-2mg as needed (short-term only, max 2 weeks; taper to discontinue)","[Gita, Ch 2, V 48] Perform your duty equipoised, O Arjuna, abandoning all attachment to success or failure. Insight: Practice equanimity (Samatvam) regarding the outcome of the stressful event; focus on the immediate, necessary duties (Dharma)."
"Adjustment Disorder with Anxiety (severe)","significant distress/anxiety in response to stressor; develops within 3 months; fear/worry; impaired functioning [ICD-10: F43.22, ICD-11: 6B43, DSM-5: 309.24]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Crisis intervention; Stress management; Support groups; Short-term medication","Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term); Lorazepam 1mg (Rx - Ativan, Lorazep, Calmese - short-term)","Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue); Lorazepam: 0.5-2mg as needed (short-term only, max 2 weeks; taper to discontinue)","[Gita, Ch 2, V 14] The nonpermanent appearance of happiness and distress... one must learn to tolerate them without being disturbed. Insight: The stressful event is a temporary distress. Tolerate (Titiksha) the feeling, knowing the season will pass."
"Adjustment Disorder with Anxiety (severe)","significant distress/anxiety in response to stressor; develops within 3 months; fear/worry; impaired functioning [ICD-10: F43.22, ICD-11: 6B43, DSM-5: 309.24]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Crisis intervention; Stress management; Support groups; Short-term medication","Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term); Lorazepam 1mg (Rx - Ativan, Lorazep, Calmese - short-term)","Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue); Lorazepam: 0.5-2mg as needed (short-term only, max 2 weeks; taper to discontinue)","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: Curb the worried mind (restless) through consistent coping practice (Abhyasa) and detachment (Vairagya) from the crisis outcome."
"Adjustment Disorder with Anxiety (severe)","significant distress/anxiety in response to stressor; develops within 3 months; fear/worry; impaired functioning [ICD-10: F43.22, ICD-11: 6B43, DSM-5: 309.24]","Cognitive Behavioral Therapy (CBT) - 8-12 sessions; Crisis intervention; Stress management; Support groups; Short-term medication","Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term); Lorazepam 1mg (Rx - Ativan, Lorazep, Calmese - short-term)","Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue); Lorazepam: 0.5-2mg as needed (short-term only, max 2 weeks; taper to discontinue)","[Gita, Ch 18, V 66] Abandon all varieties of religion and just surrender unto Me. Insight: Surrender the fight for control over the crisis, trusting in a larger, guiding order to help manage the situation."
"Anorexia Nervosa","extreme restrictive eating; low body weight; fear of gaining weight; distorted body image [ICD-10: F50.0, ICD-11: 6B80.Z, DSM-5: 307.1]","Nutritional rehabilitation (weight restoration); Family-Based Therapy (FBT) for adolescents - 12-20 sessions; Cognitive Behavioral Therapy (CBT-E) - 40 sessions over 5-6 months; Medical monitoring; Individual therapy; Medication for comorbid anxiety/depression","None Typically; Olanzapine 5mg (Rx - Olanex, Oferta, Oladay - for weight gain/anxiety); Fluoxetine 20mg (Rx - Prodep, Fludac, Nuzak - after weight restoration for relapse prevention)","Olanzapine (off-label): 2.5-10mg daily (initial 2.5mg, increase slowly; max 10mg; monitor weight/blood sugar); Fluoxetine: 20-80mg daily (initial 20mg, increase by 10mg every 2 weeks; max 80mg; response 4-8 weeks)","[Gita, Ch 6, V 17] He who is regulated in his habits of eating, sleeping, recreation and work can mitigate all material pains. Insight: Healing from anorexia requires establishing *Yukta* (regulated) habits in eating and body movement, moving away from the extreme restriction that characterizes the disorder. Consistency and balance are key."
"Anorexia Nervosa","extreme restrictive eating; low body weight; fear of gaining weight; distorted body image [ICD-10: F50.0, ICD-11: 6B80.Z, DSM-5: 307.1]","Nutritional rehabilitation (weight restoration); Family-Based Therapy (FBT) for adolescents - 12-20 sessions; Cognitive Behavioral Therapy (CBT-E) - 40 sessions over 5-6 months; Medical monitoring; Individual therapy; Medication for comorbid anxiety/depression","None Typically; Olanzapine 5mg (Rx - Olanex, Oferta, Oladay - for weight gain/anxiety); Fluoxetine 20mg (Rx - Prodep, Fludac, Nuzak - after weight restoration for relapse prevention)","Olanzapine (off-label): 2.5-10mg daily (initial 2.5mg, increase slowly; max 10mg; monitor weight/blood sugar); Fluoxetine: 20-80mg daily (initial 20mg, increase by 10mg every 2 weeks; max 80mg; response 4-8 weeks)","[Gita, Ch 13, V 6] The body is composed of the five great elements, false ego, intelligence... Insight: The body is merely a temporary composite of elements. The intense focus on and distorted image of the body is due to false ego (Ahankara) identifying too strongly with this temporary vessel. Detach from the false ego and see the body as an instrument, not an identity."
"Anorexia Nervosa","extreme restrictive eating; low body weight; fear of gaining weight; distorted body image [ICD-10: F50.0, ICD-11: 6B80.Z, DSM-5: 307.1]","Nutritional rehabilitation (weight restoration); Family-Based Therapy (FBT) for adolescents - 12-20 sessions; Cognitive Behavioral Therapy (CBT-E) - 40 sessions over 5-6 months; Medical monitoring; Individual therapy; Medication for comorbid anxiety/depression","None Typically; Olanzapine 5mg (Rx - Olanex, Oferta, Oladay - for weight gain/anxiety); Fluoxetine 20mg (Rx - Prodep, Fludac, Nuzak - after weight restoration for relapse prevention)","Olanzapine (off-label): 2.5-10mg daily (initial 2.5mg, increase slowly; max 10mg; monitor weight/blood sugar); Fluoxetine: 20-80mg daily (initial 20mg, increase by 10mg every 2 weeks; max 80mg; response 4-8 weeks)","[Gita, Ch 5, V 29] Knowing Me as the ultimate recipient... and the benefactor and well-wisher of all living entities, the peace from the pangs of material miseries is achieved. Insight: Trust in a benevolent cosmic order (the ultimate Well-wisher) can help reduce the need for self-starvation as a desperate form of control. Surrendering the need for absolute control over the body can bring a measure of peace."
"Anorexia Nervosa","extreme restrictive eating; low body weight; fear of gaining weight; distorted body image [ICD-10: F50.0, ICD-11: 6B80.Z, DSM-5: 307.1]","Nutritional rehabilitation (weight restoration); Family-Based Therapy (FBT) for adolescents - 12-20 sessions; Cognitive Behavioral Therapy (CBT-E) - 40 sessions over 5-6 months; Medical monitoring; Individual therapy; Medication for comorbid anxiety/depression","None Typically; Olanzapine 5mg (Rx - Olanex, Oferta, Oladay - for weight gain/anxiety); Fluoxetine 20mg (Rx - Prodep, Fludac, Nuzak - after weight restoration for relapse prevention)","Olanzapine (off-label): 2.5-10mg daily (initial 2.5mg, increase slowly; max 10mg; monitor weight/blood sugar); Fluoxetine: 20-80mg daily (initial 20mg, increase by 10mg every 2 weeks; max 80mg; response 4-8 weeks)","[Gita, Ch 17, V 14] Austerity of the body consists in worship... and non-violence. Insight: Extreme restriction and purging are forms of self-violence. The true practice of bodily austerity is non-violence (Ahimsa) and compassionate self-care—nourishing the body as an act of worship and respect for the instrument that houses the Self."
